feature,gain,model,fold
px_ret_1,0.060013051938378865,ridge,0
rng_close_position,0.04867397750636806,ridge,0
cal_dow_cos,0.04757331918541142,ridge,0
px_ret_skew_63,0.04349971031269846,ridge,0
cal_is_weekend,0.036355410419702826,ridge,0
cal_moy_sin,0.03146204136172184,ridge,0
aux_splycur_chg_7,0.030766184933690443,ridge,0
xa_market_ret_lag1,0.026247389259070608,ridge,0
xa_ref_ret_lag2,0.022276794674416872,ridge,0
px_ret_skew_21,0.02218422283082668,ridge,0
cal_dom_cos,0.02174723000393599,ridge,0
xa_rel_strength_30,0.020931777073765718,ridge,0
xa_ref_ret_lag1,0.020095654787597242,ridge,0
px_ret_2,0.018126821098652452,ridge,0
xa_rank_ret_lag1,0.016798479454285514,ridge,0
px_ret_kurt_63,0.016650917334270925,ridge,0
rng_garman_klass_5,0.015742115114093593,ridge,0
px_ret_std_63,0.015566227311534243,ridge,0
aux_adractcnt_z63,0.015049054761255962,ridge,0
aux_fng_z_63,0.014205917963225864,ridge,0
vol_zscore_21,0.013273889391747744,ridge,0
vol_log1p_quote_volume,0.012760291508613653,ridge,0
vol_taker_buy_ratio_mean_7,0.011639441437393113,ridge,0
px_ret_std_5,0.01110581849104258,ridge,0
px_ret_mean_10,0.011007407483969228,ridge,0
px_ret_10,0.011007407483969214,ridge,0
aux_txcnt_z63,0.01092715171868793,ridge,0
xa_corr_ref_30,0.01084074362202064,ridge,0
px_cumret_7,0.010607124574154341,ridge,0
xa_corr_ref_90,0.010521879771477106,ridge,0
rng_atr_14_norm,0.010463348366825817,ridge,0
vol_log1p_volume,0.010180275457666893,ridge,0
px_dist_max_21,0.009907385371866207,ridge,0
xa_ref_ret_mean_5,0.009720595528319866,ridge,0
aux_fng_chg_7,0.009546646249030084,ridge,0
xa_excess_ret_lag1,0.009450376631779016,ridge,0
px_ret_std_10,0.009410554575562157,ridge,0
vol_taker_buy_ratio_dev,0.009373969756864506,ridge,0
vol_taker_buy_ratio,0.009373969756864484,ridge,0
aux_splycur_z63,0.00921571818364346,ridge,0
rng_cc_parkinson_ratio_21,0.008796008101407883,ridge,0
px_dist_max_63,0.008628677047609645,ridge,0
rng_parkinson_5,0.00845338781152776,ridge,0
px_cumret_30,0.008349307717382737,ridge,0
tech_stoch_k_14,0.008041143161275051,ridge,0
vol_qv_median_ratio_63,0.007793394169769548,ridge,0
tech_obv_zscore_21,0.006095909446382485,ridge,0
vol_trades_zscore_21,0.006087688176825893,ridge,0
aux_adractcnt_chg_7,0.005728281305528648,ridge,0
px_ret_3,0.005566670214774067,ridge,0
aux_fng,0.005167366875266225,ridge,0
xa_market_ret_mean_5,0.004713192414554142,ridge,0
xa_rel_strength_7,0.004643741756519356,ridge,0
aux_txcnt_chg_7,0.004634030445292664,ridge,0
xa_market_dispersion,0.004599568140652563,ridge,0
cal_dom_sin,0.004118561375217502,ridge,0
xa_ref_vol_21,0.0039247560865420745,ridge,0
tech_stoch_d_14,0.0036382551208223625,ridge,0
rng_tr_norm,0.0034918496664857316,ridge,0
px_ret_mean_21,0.003438855477793692,ridge,0
px_ret_21,0.003438855477793685,ridge,0
px_cumret_90,0.0031427187792741657,ridge,0
cal_moy_cos,0.003066416329405912,ridge,0
tech_macd_signal_norm,0.0029043326799354945,ridge,0
cal_dow_sin,0.0028843849067108304,ridge,0
vol_ret_corr_21,0.00277681470326424,ridge,0
tech_macd_line_norm,0.0026628981557562464,ridge,0
px_ret_mean_5,0.0025456371541489557,ridge,0
px_ret_5,0.0025456371541489513,ridge,0
px_ret_std_21,0.0020623852880419145,ridge,0
tech_rsi_14,0.002041702656460745,ridge,0
px_dist_min_63,0.001969595549785649,ridge,0
px_dist_min_21,0.0013400675862276703,ridge,0
px_ret_mean_63,0.0011055895872211727,ridge,0
rng_garman_klass_21,0.000742701290818138,ridge,0
rng_intraday,0.0005621219247565757,ridge,0
px_ret_kurt_21,0.0005598722557370819,ridge,0
tech_macd_hist_norm,0.0004898840792814674,ridge,0
rng_parkinson_21,0.00036965062049214254,ridge,0
tech_bb_pos_20,0.0003603619885484824,ridge,0
rng_close_position,0.04530401284354734,ridge_per_asset,0
px_ret_skew_63,0.05085833178979477,ridge_per_asset,0
px_ret_skew_21,0.018691360425987662,ridge_per_asset,0
px_ret_kurt_63,0.007064390949654195,ridge_per_asset,0
cal_is_weekend,0.02872764119679101,ridge_per_asset,0
vol_zscore_21,0.026103068807704976,ridge_per_asset,0
px_ret_1,0.06042729576083405,ridge_per_asset,0
cal_dom_cos,0.012844582341850921,ridge_per_asset,0
tech_obv_zscore_21,0.018384651304644457,ridge_per_asset,0
aux_adractcnt_z63,0.012397042732230195,ridge_per_asset,0
vol_trades_zscore_21,0.014767292779774363,ridge_per_asset,0
cal_moy_sin,0.03598833860446497,ridge_per_asset,0
xa_ref_ret_lag1,0.01700353698817465,ridge_per_asset,0
xa_market_ret_lag1,0.025349332947419766,ridge_per_asset,0
cal_dow_cos,0.04951031146688047,ridge_per_asset,0
px_ret_std_21,0.010577535893356797,ridge_per_asset,0
px_cumret_90,0.0048441817863803865,ridge_per_asset,0
aux_fng_chg_7,0.005913928490470555,ridge_per_asset,0
px_ret_std_63,0.026962180161376265,ridge_per_asset,0
rng_cc_parkinson_ratio_21,0.01711292509958038,ridge_per_asset,0
vol_qv_median_ratio_63,0.005856988163305152,ridge_per_asset,0
xa_ref_ret_lag2,0.038569689809967465,ridge_per_asset,0
xa_ref_vol_21,0.011067541080653569,ridge_per_asset,0
aux_txcnt_z63,0.008357195539171698,ridge_per_asset,0
rng_parkinson_21,0.01560674057283707,ridge_per_asset,0
rng_tr_norm,0.004272478073570667,ridge_per_asset,0
xa_excess_ret_lag1,0.017040760320459213,ridge_per_asset,0
px_ret_10,0.008710565713635827,ridge_per_asset,0
px_ret_mean_10,0.008710565713635819,ridge_per_asset,0
tech_stoch_k_14,0.013411813960769091,ridge_per_asset,0
px_ret_mean_63,0.010170054663445253,ridge_per_asset,0
px_dist_min_21,0.015595503693110616,ridge_per_asset,0
rng_garman_klass_21,0.01550334770024703,ridge_per_asset,0
px_cumret_30,0.0142306877074176,ridge_per_asset,0
px_ret_2,0.019268198683485553,ridge_per_asset,0
aux_txcnt_chg_7,0.006653480137659886,ridge_per_asset,0
aux_fng_z_63,0.00851956195309187,ridge_per_asset,0
rng_intraday,0.0071977484452443175,ridge_per_asset,0
aux_fng,0.01078515364348775,ridge_per_asset,0
cal_dow_sin,0.01918571203115308,ridge_per_asset,0
px_ret_kurt_21,0.01906732561007733,ridge_per_asset,0
px_dist_max_21,0.0070607264440847054,ridge_per_asset,0
rng_garman_klass_5,0.013042527440886409,ridge_per_asset,0
tech_macd_hist_norm,0.013811436206715176,ridge_per_asset,0
xa_ref_ret_mean_5,0.010367778767917824,ridge_per_asset,0
xa_rank_ret_lag1,0.011292263135770544,ridge_per_asset,0
px_cumret_7,0.007895540936527624,ridge_per_asset,0
xa_market_ret_mean_5,0.0025462234797585855,ridge_per_asset,0
aux_adractcnt_chg_7,0.020179201894742156,ridge_per_asset,0
vol_taker_buy_ratio_mean_7,0.01673204099513945,ridge_per_asset,0
tech_stoch_d_14,0.00757866250554384,ridge_per_asset,0
px_dist_max_63,0.016512868857247696,ridge_per_asset,0
px_ret_21,0.007209661284898226,ridge_per_asset,0
px_ret_mean_21,0.007209661284898222,ridge_per_asset,0
tech_macd_line_norm,0.002813087649521731,ridge_per_asset,0
rng_parkinson_5,0.0057066065451982055,ridge_per_asset,0
cal_dom_sin,0.004803607288981544,ridge_per_asset,0
vol_log1p_volume,0.00218489842541175,ridge_per_asset,0
vol_taker_buy_ratio,0.013941252657065055,ridge_per_asset,0
vol_taker_buy_ratio_dev,0.013941252657065068,ridge_per_asset,0
px_ret_std_5,0.0074402337951685734,ridge_per_asset,0
vol_ret_corr_21,0.01566972443124636,ridge_per_asset,0
px_ret_3,0.005076210028221306,ridge_per_asset,0
px_ret_mean_5,0.008278003208509181,ridge_per_asset,0
px_ret_5,0.008278003208509176,ridge_per_asset,0
rng_atr_14_norm,0.01562421232855788,ridge_per_asset,0
tech_macd_signal_norm,0.005211065743929009,ridge_per_asset,0
vol_log1p_quote_volume,0.01172413956863262,ridge_per_asset,0
tech_rsi_14,0.0020197077950243167,ridge_per_asset,0
px_ret_std_10,0.017443225549603213,ridge_per_asset,0
cal_moy_cos,0.028020976486724313,ridge_per_asset,0
tech_bb_pos_20,0.0065771710482227415,ridge_per_asset,0
xa_market_dispersion,0.013052562000310845,ridge_per_asset,0
px_dist_min_63,0.004624915082330161,ridge_per_asset,0
aux_splycur_chg_7,0.0162137403376774,ridge_per_asset,0
aux_splycur_z63,0.003298193149632774,ridge_per_asset,0
xa_corr_ref_90,0.003204025106333176,ridge_per_asset,0
xa_corr_ref_30,0.005818972271641233,ridge_per_asset,0
xa_rel_strength_30,0.014863849357226629,ridge_per_asset,0
xa_rel_strength_7,0.005691296839745748,ridge_per_asset,0
px_ret_1,563.569301366806,lightgbm,0
cal_dow_cos,528.557460308075,lightgbm,0
xa_ref_ret_lag1,500.20860040187836,lightgbm,0
cal_dom_cos,477.00890243053436,lightgbm,0
xa_market_ret_lag1,437.54391169548035,lightgbm,0
rng_close_position,435.6492359638214,lightgbm,0
cal_dom_sin,294.8240113258362,lightgbm,0
px_ret_skew_63,293.5253598690033,lightgbm,0
xa_ref_ret_mean_5,272.81233990192413,lightgbm,0
xa_ref_ret_lag2,267.3860981464386,lightgbm,0
px_ret_skew_21,134.72301238775253,lightgbm,0
xa_market_dispersion,129.138920545578,lightgbm,0
px_ret_std_5,114.47929096221924,lightgbm,0
vol_trades_zscore_21,113.19334006309509,lightgbm,0
rng_cc_parkinson_ratio_21,109.24273133277893,lightgbm,0
rng_atr_14_norm,107.5421804189682,lightgbm,0
aux_fng_chg_7,107.30603218078613,lightgbm,0
vol_taker_buy_ratio_mean_7,106.7153902053833,lightgbm,0
cal_dow_sin,104.90379905700684,lightgbm,0
tech_macd_signal_norm,96.46566289663315,lightgbm,0
vol_log1p_volume,94.73253965377808,lightgbm,0
vol_log1p_quote_volume,92.36146068572998,lightgbm,0
px_dist_min_21,90.15104635059834,lightgbm,0
vol_taker_buy_ratio,88.95646047592163,lightgbm,0
px_ret_mean_63,84.67298936843872,lightgbm,0
tech_obv_zscore_21,82.64481997489929,lightgbm,0
px_ret_21,82.09067010879517,lightgbm,0
aux_splycur_z63,80.04355931282043,lightgbm,0
tech_stoch_d_14,78.16643047332764,lightgbm,0
aux_adractcnt_z63,76.66847795248032,lightgbm,0
xa_excess_ret_lag1,74.7507688999176,lightgbm,0
rng_garman_klass_5,74.4970703125,lightgbm,0
px_ret_2,74.26181983947754,lightgbm,0
vol_zscore_21,70.19477033615112,lightgbm,0
aux_fng,69.61904633045197,lightgbm,0
px_dist_min_63,68.76624965667725,lightgbm,0
aux_splycur_chg_7,63.97810935974121,lightgbm,0
xa_rel_strength_30,61.62792921066284,lightgbm,0
px_dist_max_63,61.57684946060181,lightgbm,0
tech_macd_line_norm,57.357810497283936,lightgbm,0
px_ret_5,56.543399810791016,lightgbm,0
px_ret_std_63,55.86321020126343,lightgbm,0
xa_market_ret_mean_5,55.02019906044006,lightgbm,0
px_ret_3,52.37621021270752,lightgbm,0
rng_tr_norm,49.193700551986694,lightgbm,0
aux_txcnt_chg_7,45.71382087469101,lightgbm,0
px_ret_10,44.17831993103027,lightgbm,0
xa_ref_vol_21,43.04888033866882,lightgbm,0
tech_stoch_k_14,42.57884967327118,lightgbm,0
rng_parkinson_5,41.425870418548584,lightgbm,0
px_ret_std_10,40.86686038970947,lightgbm,0
aux_adractcnt_chg_7,40.86551022529602,lightgbm,0
aux_fng_z_63,39.86441993713379,lightgbm,0
vol_qv_median_ratio_63,39.1949999332428,lightgbm,0
cal_is_weekend,38.66675090789795,lightgbm,0
xa_corr_ref_90,38.234859228134155,lightgbm,0
tech_macd_hist_norm,36.061431646347046,lightgbm,0
px_dist_max_21,35.38346666097641,lightgbm,0
px_cumret_7,33.16170954704285,lightgbm,0
rng_intraday,31.11506986618042,lightgbm,0
cal_moy_sin,30.600069999694824,lightgbm,0
vol_ret_corr_21,30.254380702972412,lightgbm,0
px_ret_std_21,30.044260263442993,lightgbm,0
xa_corr_ref_30,27.018309593200684,lightgbm,0
px_cumret_90,23.78590965270996,lightgbm,0
xa_rel_strength_7,23.506660223007202,lightgbm,0
vol_taker_buy_ratio_dev,22.184940338134766,lightgbm,0
cal_moy_cos,21.5450496673584,lightgbm,0
px_ret_kurt_21,20.125679969787598,lightgbm,0
aux_txcnt_z63,19.34775948524475,lightgbm,0
tech_bb_pos_20,17.01152992248535,lightgbm,0
px_ret_mean_21,16.818190097808838,lightgbm,0
px_ret_kurt_63,15.093609809875488,lightgbm,0
tech_rsi_14,13.958640098571777,lightgbm,0
rng_garman_klass_21,9.161700248718262,lightgbm,0
px_ret_mean_5,8.32660984992981,lightgbm,0
px_cumret_30,7.2886199951171875,lightgbm,0
rng_parkinson_21,6.505820155143738,lightgbm,0
px_ret_mean_10,1.4409899711608887,lightgbm,0
xa_rank_ret_lag1,0.0,lightgbm,0
px_ret_1,525.8695020675659,lightgbm,0
xa_ref_ret_lag1,512.1268515586853,lightgbm,0
cal_dow_cos,391.59902238845825,lightgbm,0
cal_dom_cos,360.57632970809937,lightgbm,0
xa_market_ret_lag1,301.049768447876,lightgbm,0
rng_close_position,198.69227170944214,lightgbm,0
cal_dom_sin,190.2476704120636,lightgbm,0
xa_ref_ret_lag2,179.19913840293884,lightgbm,0
px_ret_skew_63,160.57747888565063,lightgbm,0
xa_ref_ret_mean_5,126.46375036239624,lightgbm,0
px_cumret_90,106.65513944625854,lightgbm,0
px_ret_skew_21,104.40897917747498,lightgbm,0
aux_fng,94.71701073646545,lightgbm,0
vol_taker_buy_ratio_dev,92.63434344530106,lightgbm,0
xa_market_dispersion,81.72364068031311,lightgbm,0
vol_trades_zscore_21,81.03487841784954,lightgbm,0
px_ret_std_5,80.72750091552734,lightgbm,0
rng_cc_parkinson_ratio_21,73.25882053375244,lightgbm,0
xa_ref_vol_21,72.84981897473335,lightgbm,0
vol_taker_buy_ratio,68.17884922027588,lightgbm,0
px_dist_max_63,61.36974048614502,lightgbm,0
aux_splycur_chg_7,59.3939094543457,lightgbm,0
cal_moy_sin,57.93652963638306,lightgbm,0
xa_excess_ret_lag1,51.61296033859253,lightgbm,0
px_dist_min_21,50.413790225982666,lightgbm,0
tech_macd_signal_norm,47.45125961303711,lightgbm,0
cal_dow_sin,47.09327030181885,lightgbm,0
px_dist_min_63,46.38598108291626,lightgbm,0
rng_garman_klass_5,45.71728050708771,lightgbm,0
xa_market_ret_mean_5,45.697030544281006,lightgbm,0
tech_obv_zscore_21,44.36841058731079,lightgbm,0
rng_atr_14_norm,42.48495960235596,lightgbm,0
vol_zscore_21,42.21606147289276,lightgbm,0
vol_taker_buy_ratio_mean_7,40.7966206073761,lightgbm,0
xa_corr_ref_30,39.67019009590149,lightgbm,0
aux_txcnt_chg_7,39.281909704208374,lightgbm,0
tech_stoch_d_14,39.183340311050415,lightgbm,0
tech_macd_line_norm,37.92077922821045,lightgbm,0
px_cumret_30,37.24963974952698,lightgbm,0
vol_ret_corr_21,34.34400010108948,lightgbm,0
px_ret_5,32.75351059436798,lightgbm,0
aux_splycur_z63,32.07456064224243,lightgbm,0
px_dist_max_21,32.022770166397095,lightgbm,0
aux_adractcnt_z63,31.33442974090576,lightgbm,0
px_ret_std_21,28.96585988998413,lightgbm,0
px_ret_10,28.664289474487305,lightgbm,0
px_ret_std_10,28.227320194244385,lightgbm,0
px_ret_kurt_63,27.561310291290283,lightgbm,0
px_ret_3,27.407670259475708,lightgbm,0
aux_fng_chg_7,25.49315047264099,lightgbm,0
px_ret_2,24.886300086975098,lightgbm,0
rng_parkinson_5,24.792359828948975,lightgbm,0
aux_txcnt_z63,22.672450065612793,lightgbm,0
vol_log1p_volume,22.30909037590027,lightgbm,0
xa_rel_strength_30,21.924399852752686,lightgbm,0
px_ret_21,20.28819990158081,lightgbm,0
px_ret_mean_10,20.149099349975586,lightgbm,0
tech_stoch_k_14,20.02226972579956,lightgbm,0
px_ret_kurt_21,19.989239931106567,lightgbm,0
aux_fng_z_63,19.013229846954346,lightgbm,0
px_ret_std_63,17.899089813232422,lightgbm,0
rng_tr_norm,17.52171039581299,lightgbm,0
aux_adractcnt_chg_7,14.863629698753357,lightgbm,0
vol_log1p_quote_volume,13.667900562286377,lightgbm,0
tech_macd_hist_norm,13.47959853336215,lightgbm,0
rng_parkinson_21,11.480509757995605,lightgbm,0
px_ret_mean_5,10.45730972290039,lightgbm,0
xa_rel_strength_7,8.937819957733154,lightgbm,0
vol_qv_median_ratio_63,8.456559896469116,lightgbm,0
px_ret_mean_63,7.70879203081131,lightgbm,0
cal_moy_cos,7.473999977111816,lightgbm,0
tech_bb_pos_20,6.992330074310303,lightgbm,0
px_ret_mean_21,6.932919979095459,lightgbm,0
tech_rsi_14,6.550041854381561,lightgbm,0
rng_intraday,3.216219902038574,lightgbm,0
px_cumret_7,2.544379949569702,lightgbm,0
xa_corr_ref_90,0.3449229896068573,lightgbm,0
rng_garman_klass_21,0.0,lightgbm,0
xa_rank_ret_lag1,0.0,lightgbm,0
cal_is_weekend,0.0,lightgbm,0
px_ret_1,601.5263657569885,lightgbm,0
xa_ref_ret_lag1,595.6709285974503,lightgbm,0
cal_dow_cos,528.5050793886185,lightgbm,0
xa_market_ret_lag1,497.3936607837677,lightgbm,0
xa_ref_ret_lag2,416.2674523591995,lightgbm,0
cal_dom_cos,406.66483092308044,lightgbm,0
rng_close_position,399.43814837932587,lightgbm,0
cal_dom_sin,354.6845592260361,lightgbm,0
px_ret_skew_63,322.6677317619324,lightgbm,0
xa_ref_ret_mean_5,256.181649684906,lightgbm,0
xa_market_dispersion,166.7602516412735,lightgbm,0
xa_market_ret_mean_5,154.5912184715271,lightgbm,0
vol_trades_zscore_21,147.23797023296356,lightgbm,0
vol_taker_buy_ratio_mean_7,128.59943997859955,lightgbm,0
aux_fng,128.47719013690948,lightgbm,0
rng_cc_parkinson_ratio_21,121.93274879455566,lightgbm,0
px_ret_std_5,107.461550116539,lightgbm,0
vol_zscore_21,103.19095051288605,lightgbm,0
vol_log1p_volume,100.40333032608032,lightgbm,0
rng_garman_klass_5,99.19310927391052,lightgbm,0
aux_fng_chg_7,98.41415023803711,lightgbm,0
rng_atr_14_norm,97.45042991638184,lightgbm,0
px_dist_min_63,97.28551006317139,lightgbm,0
tech_macd_line_norm,94.55402064323425,lightgbm,0
aux_txcnt_chg_7,84.09272885322571,lightgbm,0
tech_obv_zscore_21,83.0187611579895,lightgbm,0
vol_log1p_quote_volume,81.95694994926453,lightgbm,0
aux_splycur_chg_7,81.83734941482544,lightgbm,0
cal_dow_sin,81.6409912109375,lightgbm,0
aux_adractcnt_z63,78.96152436733246,lightgbm,0
xa_excess_ret_lag1,78.43721973896027,lightgbm,0
px_dist_max_21,77.12510061264038,lightgbm,0
px_ret_kurt_21,74.05619060993195,lightgbm,0
vol_taker_buy_ratio,73.71534037590027,lightgbm,0
px_ret_skew_21,73.58654057979584,lightgbm,0
px_ret_2,73.49979019165039,lightgbm,0
aux_splycur_z63,73.22385883331299,lightgbm,0
cal_moy_sin,69.90214037895203,lightgbm,0
xa_rel_strength_30,67.81070947647095,lightgbm,0
px_dist_min_21,64.0488121509552,lightgbm,0
xa_corr_ref_30,60.654589891433716,lightgbm,0
px_ret_21,59.426469802856445,lightgbm,0
aux_fng_z_63,56.646191120147705,lightgbm,0
px_ret_std_63,56.402961015701294,lightgbm,0
px_ret_10,55.094640493392944,lightgbm,0
tech_stoch_d_14,47.06951069831848,lightgbm,0
px_cumret_90,44.10326814651489,lightgbm,0
tech_macd_signal_norm,43.430339336395264,lightgbm,0
px_ret_mean_63,38.950361013412476,lightgbm,0
tech_rsi_14,36.661478996276855,lightgbm,0
aux_txcnt_z63,35.216049179434776,lightgbm,0
vol_ret_corr_21,35.127949714660645,lightgbm,0
rng_parkinson_5,34.676900148391724,lightgbm,0
rng_intraday,34.32946038246155,lightgbm,0
px_ret_mean_21,34.016979694366455,lightgbm,0
aux_adractcnt_chg_7,33.252129554748535,lightgbm,0
rng_tr_norm,31.92104285955429,lightgbm,0
px_cumret_30,31.652260303497314,lightgbm,0
vol_taker_buy_ratio_dev,30.659919261932373,lightgbm,0
px_dist_max_63,29.63035011291504,lightgbm,0
px_ret_3,27.835659742355347,lightgbm,0
tech_macd_hist_norm,27.360220432281494,lightgbm,0
px_ret_mean_10,24.785680294036865,lightgbm,0
vol_qv_median_ratio_63,24.16735029220581,lightgbm,0
px_ret_std_10,23.979570388793945,lightgbm,0
px_ret_kurt_63,22.965570151805878,lightgbm,0
rng_parkinson_21,22.761410236358643,lightgbm,0
rng_garman_klass_21,22.71558904647827,lightgbm,0
tech_stoch_k_14,22.270540237426758,lightgbm,0
xa_ref_vol_21,20.603710174560547,lightgbm,0
px_ret_std_21,20.382349967956543,lightgbm,0
xa_rel_strength_7,20.12367057800293,lightgbm,0
px_ret_5,18.72052001953125,lightgbm,0
px_cumret_7,14.625150203704834,lightgbm,0
cal_is_weekend,7.698659896850586,lightgbm,0
cal_moy_cos,3.653330087661743,lightgbm,0
xa_corr_ref_90,2.9405200481414795,lightgbm,0
px_ret_mean_5,0.0,lightgbm,0
tech_bb_pos_20,0.0,lightgbm,0
xa_rank_ret_lag1,0.0,lightgbm,0
px_ret_1,637.6894475221634,lightgbm,0
cal_dow_cos,502.2350684404373,lightgbm,0
xa_market_ret_lag1,499.5288596153259,lightgbm,0
xa_ref_ret_lag1,475.9053885936737,lightgbm,0
cal_dom_cos,463.287810087204,lightgbm,0
xa_ref_ret_lag2,332.1158010959625,lightgbm,0
rng_close_position,309.22534334659576,lightgbm,0
xa_ref_ret_mean_5,294.89703941345215,lightgbm,0
px_ret_skew_63,284.7855808734894,lightgbm,0
cal_dom_sin,230.69318866729736,lightgbm,0
px_ret_std_5,127.87597894668579,lightgbm,0
xa_ref_vol_21,124.2592898607254,lightgbm,0
px_ret_skew_21,123.54242098331451,lightgbm,0
aux_fng,112.26642966270447,lightgbm,0
xa_market_ret_mean_5,109.02270030975342,lightgbm,0
cal_dow_sin,108.0328306555748,lightgbm,0
aux_fng_chg_7,103.39897012710571,lightgbm,0
rng_garman_klass_5,100.24749040603638,lightgbm,0
tech_macd_line_norm,97.59122586250305,lightgbm,0
px_ret_21,96.73347902297974,lightgbm,0
tech_stoch_d_14,96.310720205307,lightgbm,0
aux_adractcnt_z63,95.98328065872192,lightgbm,0
vol_trades_zscore_21,92.47390961647034,lightgbm,0
xa_market_dispersion,89.87918043136597,lightgbm,0
px_dist_min_21,89.63312005996704,lightgbm,0
vol_log1p_volume,88.0339093208313,lightgbm,0
aux_splycur_z63,84.87758946418762,lightgbm,0
tech_macd_signal_norm,82.78860831260681,lightgbm,0
rng_atr_14_norm,82.48149061203003,lightgbm,0
rng_parkinson_5,71.87030535936356,lightgbm,0
px_cumret_90,70.66797995567322,lightgbm,0
rng_cc_parkinson_ratio_21,70.43290489912033,lightgbm,0
aux_txcnt_chg_7,70.28354319930077,lightgbm,0
xa_rel_strength_30,65.51381015777588,lightgbm,0
px_ret_3,64.6679995059967,lightgbm,0
px_ret_mean_21,64.31150913238525,lightgbm,0
tech_stoch_k_14,62.25961661338806,lightgbm,0
px_ret_std_21,61.581239461898804,lightgbm,0
tech_obv_zscore_21,60.34274995326996,lightgbm,0
aux_splycur_chg_7,58.47505068778992,lightgbm,0
vol_log1p_quote_volume,58.00956964492798,lightgbm,0
px_ret_std_63,56.55504035949707,lightgbm,0
px_cumret_30,55.561609983444214,lightgbm,0
xa_excess_ret_lag1,53.63697028160095,lightgbm,0
aux_adractcnt_chg_7,53.43241989612579,lightgbm,0
vol_taker_buy_ratio_mean_7,53.25482940673828,lightgbm,0
px_dist_max_63,50.3752703666687,lightgbm,0
vol_qv_median_ratio_63,50.18655061721802,lightgbm,0
vol_zscore_21,44.83345937728882,lightgbm,0
px_ret_5,44.69835329055786,lightgbm,0
vol_taker_buy_ratio,39.55282974243164,lightgbm,0
px_ret_kurt_63,38.29813003540039,lightgbm,0
vol_taker_buy_ratio_dev,37.02637004852295,lightgbm,0
vol_ret_corr_21,34.100029945373535,lightgbm,0
aux_fng_z_63,33.2044997215271,lightgbm,0
cal_moy_cos,33.06241011619568,lightgbm,0
px_ret_10,32.04255032539368,lightgbm,0
rng_intraday,31.545979738235474,lightgbm,0
aux_txcnt_z63,30.984749794006348,lightgbm,0
px_ret_std_10,29.95147967338562,lightgbm,0
px_ret_kurt_21,29.328270435333252,lightgbm,0
px_dist_max_21,28.8682804107666,lightgbm,0
xa_corr_ref_30,25.87443971633911,lightgbm,0
tech_rsi_14,24.918020486831665,lightgbm,0
rng_tr_norm,24.049919724464417,lightgbm,0
cal_moy_sin,22.45984983444214,lightgbm,0
xa_rel_strength_7,21.04910945892334,lightgbm,0
tech_bb_pos_20,20.72257971763611,lightgbm,0
tech_macd_hist_norm,20.632359981536865,lightgbm,0
cal_is_weekend,19.166510581970215,lightgbm,0
px_ret_2,16.722309589385986,lightgbm,0
px_dist_min_63,15.92048978805542,lightgbm,0
px_ret_mean_63,14.328577876091003,lightgbm,0
px_cumret_7,14.185230016708374,lightgbm,0
rng_parkinson_21,12.85886001586914,lightgbm,0
xa_corr_ref_90,12.81181001663208,lightgbm,0
px_ret_mean_10,12.548309803009033,lightgbm,0
rng_garman_klass_21,5.780819773674011,lightgbm,0
px_ret_mean_5,5.504439830780029,lightgbm,0
xa_rank_ret_lag1,0.0,lightgbm,0
xa_ref_ret_lag1,640.9066073894501,lightgbm,0
px_ret_1,596.46928358078,lightgbm,0
xa_market_ret_lag1,553.2311992645264,lightgbm,0
cal_dom_cos,471.53147315979004,lightgbm,0
cal_dow_cos,462.19206166267395,lightgbm,0
xa_ref_ret_lag2,406.40683901309967,lightgbm,0
rng_close_position,362.9386128485203,lightgbm,0
px_ret_skew_63,316.1663680076599,lightgbm,0
cal_dom_sin,308.1041920185089,lightgbm,0
xa_ref_ret_mean_5,260.8126276731491,lightgbm,0
aux_fng,200.36358952522278,lightgbm,0
aux_adractcnt_z63,173.30585050582886,lightgbm,0
xa_ref_vol_21,137.00229024887085,lightgbm,0
vol_trades_zscore_21,133.5602285861969,lightgbm,0
px_ret_std_5,127.08357000350952,lightgbm,0
rng_cc_parkinson_ratio_21,117.39769995212555,lightgbm,0
vol_taker_buy_ratio_mean_7,108.3628693819046,lightgbm,0
xa_market_dispersion,107.6247193813324,lightgbm,0
px_cumret_90,102.94884955883026,lightgbm,0
rng_atr_14_norm,100.3107795715332,lightgbm,0
xa_excess_ret_lag1,95.94326972961426,lightgbm,0
aux_txcnt_chg_7,94.61896514892578,lightgbm,0
aux_splycur_chg_7,93.24888014793396,lightgbm,0
vol_zscore_21,91.93129110336304,lightgbm,0
vol_log1p_volume,90.41219961643219,lightgbm,0
px_dist_min_63,86.23589038848877,lightgbm,0
rng_garman_klass_5,79.61297303438187,lightgbm,0
aux_fng_chg_7,77.68146061897278,lightgbm,0
tech_macd_line_norm,75.95418930053711,lightgbm,0
px_dist_min_21,75.88245543837547,lightgbm,0
px_ret_skew_21,73.46752166748047,lightgbm,0
vol_taker_buy_ratio,73.44064950942993,lightgbm,0
px_ret_std_63,70.33044004440308,lightgbm,0
px_dist_max_63,68.9080901145935,lightgbm,0
px_ret_mean_63,68.2900595664978,lightgbm,0
xa_market_ret_mean_5,67.91246938705444,lightgbm,0
vol_log1p_quote_volume,66.75896000862122,lightgbm,0
cal_dow_sin,65.37620043754578,lightgbm,0
px_dist_max_21,59.79748058319092,lightgbm,0
